start,today,deviceid,simserial,subscriberid,"Welcome to the OCA Bamako Project. In this project, you will collect data about identified features and their respective attributes across Bamako District.",Name of data collector,City,Commune,Name of quartier,Name of sector,Name of sector,Geopoint of health facility,_Geopoint of health facility_latitude,_Geopoint of health facility_longitude,_Geopoint of health facility_altitude,_Geopoint of health facility_precision,Nature of the facility,Type of the facility,What is the nature of the heath facility,What is the scope of services provided by health facility?,What is the ancillary services provided by health facility?,What is the type of the services provided by the facility?,Number of beds in the health facility,"Average number of patients per day, disaggregated (total)","Average number of patients per day, disaggregated (male)","Average number of patients per day, disaggregated (female)",Does this medical facility offer emergency services?,Does this facility offer dispensing prescription medication? (in pharmacy),Opening days and times,Opening days and times/Mo-Fri 07:30-13:30,Opening days and times/Mo-Sa 07:30-15:00,Opening days and times/Mo-Fri 08:00-17:00,Opening days and times/Mo-Fri 09:00-17:00,Opening days and times/Mo-Su 07:00-20:00,Opening days and times/Mo-Fri 07:00-13:30,Opening days and times/24/7,Opening days and times/Other,What type of operator is this?,What is the name of the operator?,What is the health care specialty of this facility,What is the number of doctors?,What is the number of nurses?,Phone number of health facility,Does the facility have toilets?,Type of facility,Is the facility usable,Is the facility separated boys/girls,Is the facility equiped for menstrual hygiene management,Is facility separated for staff and non staff?,Is  the facility meet needs for limited mobility?,Is there existance of handwashing at the facility?,"If yes, How many","Does the facility has Station with basin, soap and water / OR with alcohol-based hand rub",Is the station within 5 meters of toilets,Is there existance of a water point?,Is the facility improved?,Is water located on school premises?,"WASH package management, O&M and financing",Is there a dedicated person for maintenance/cleaning facilities,Frequency of cleaning,Latrine Emptying,You are now at end of this form. Thank you for filling it out. Swipe to the next page/screen and save form.,_id,_uuid,_submission_time,_validation_status,_index
2021-02-16T11:51:13.504Z,2021-02-16,357828107947080,8.92230171602166E+019,610010371654756,,Awa Diarra,Bamako,Commune VI,Sogoniko,,,12.611438333333334 -7.9690883333333336 324.3 1.9,12.6114383333333,-7.96908833333333,324.3,1.9,Pharmacie Bienvenue Sarl,Pharmacy,Clinic no beds,All,Intensive care unit,Medicine,,,,,Yes,No,24/7,0,0,0,0,0,0,1,0,Private,,General,,,20204524,No,,,,,,,,,,,,,,,,,,,3284,96f27a00-b858-40ce-9710-dbd340fc8199,2021-02-17T08:35:13,,330
2021-02-16T10:34:10.376Z,2021-02-16,collect:EZ7wOdBrRXaKJzjD,,,,TRAORE Fatoumata ,Bamako,Commune VI,Faladié,,Faladiè sokoura ,12.5920983 -7.9527467 379.20156186526475 3.416,12.5920983,-7.9527467,379.201561865265,3.416,PHARMACIE Faladiè ,Pharmacy,,,,Medicine,,,,,,Yes,24/7,0,0,0,0,0,0,1,0,Private,,,,,20204223,,,,,,,,,,,,,,,,,,,,3298,7c1396ac-71ef-425f-a066-822afa051fcd,2021-02-17T09:07:14,,333
2021-02-16T11:26:18.726Z,2021-02-16,collect:EZ7wOdBrRXaKJzjD,,,,TRAORE Fatoumata,Bamako,Commune VI,Faladié,,Faladiè Sema,12.584378 -7.9526934 376.87564735038063 4.8,12.584378,-7.9526934,376.875647350381,4.8,PHARMACIE Bani,Pharmacy,,,,Medicine,,,,,,Yes,24/7,0,0,0,0,0,0,1,0,Private,Bani Touré ,,,,20202304,Yes,,,,,,,Existence of handwashing post/station(s):,1,Facility with water and soap,,,yes,,,,,,,3301,486a2f46-3485-4b42-8068-6ecc0cb9dce4,2021-02-17T09:07:17,,334
2021-02-16T10:08:51.598Z,2021-02-16,collect:T2d0jw7SofpYizv1,,,,Aïssatou,Bamako,Commune VI,Magnambougou,,,12.6087483 -7.9588983 362.02008317712176 3.233,12.6087483,-7.9588983,362.020083177122,3.233,Pharmacie le BOURGOU,Pharmacy,,,,Medicine,,,,,,Yes,Other,0,0,0,0,0,0,0,1,Private,,,,,,,,,,,,,,,,,,,,,,,,,3320,6accb90c-ff8c-4dc0-82ac-6a6878cd6e95,2021-02-17T09:44:47,,337
2021-02-17T10:26:04.147Z,2021-02-17,collect:FHdsKPpeR8jLHo9P,,,,Salimata Traoré,Bamako,Commune III,Ouolofobougou Bolibana,,,12.6479782 -8.0128438 357.68684857159803 2.9,12.6479782,-8.0128438,357.686848571598,2.9,Pharmacie fotigui,Pharmacy,Tertiary hospital,Hospice care,,Medicine,,30,14,16,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Pharmacie Fotigui,General,1,2,,No,,,,,,,,,,,,,,,,,,,3360,1158abc7-7aaa-4500-b020-1b892d0bdbde,2021-02-17T13:18:33,,341
2021-02-17T10:59:40.911Z,2021-02-17,a183698a4c2d5250,,,,Aissata Maiga,Bamako,Commune I,Boulkassoumbougou,,Boulkassoumbougou ,12.674721954390407 -7.924044309183955 360.0 6.5,12.6747219543904,-7.92404430918396,360,6.5,Pharmacie,Pharmacy,,,,Medicine,,,,,,,Mo-Su 07:00-20:00,0,0,0,0,1,0,0,0,Private,Mamadou kaou toure,Women,,,66739011,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3384,6f195be3-7a72-41c4-aa66-3ffa30031d6b,2021-02-17T15:43:08,,342
2021-02-17T10:34:38.252Z,2021-02-17,collect:cW7hPqU13X6HfpBV,,,,Badara Alou DOUMBIA ,Bamako,Commune II,TSF,,,12.6408734 -7.971326 367.56 3.9,12.6408734,-7.971326,367.56,3.9,Pharmacie DANAYA,Pharmacy,,,,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Propriétaire ,,,,75301122,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,3428,4e85fb0e-784b-49ec-a05f-ee203dc4d5f4,2021-02-17T15:45:12,,343
2021-02-17T12:50:57.140Z,2021-02-17,358005081343540,8.9223014151145E+019,610010344500778,,Moussa camara,Bamako,Commune I,Boulkassoumbougou,,Koloubleni,12.675723333333334 -7.918804999999999 316.3 7.6,12.6757233333333,-7.918805,316.3,7.6,Aïcha karembé,Pharmacy,,,,Medicine,,,,,,Yes,24/7,0,0,0,0,0,0,1,0,Private,Brahima diallo,,2,,20244752,Yes,Improved,Yes,,,,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3505,cc9de054-e09a-4180-88e8-e8842abfd6c5,2021-02-17T16:21:50,,346
2021-02-17T09:31:05.575Z,2021-02-17,357828107947080,8.92230171602166E+019,610010371654756,,Awa Diarra,Bamako,Commune VI,Niamakoro,,,12.582013333333334 -7.970276666666666 346.4 1.2,12.5820133333333,-7.97027666666667,346.4,1.2,Pharmacie,Pharmacy,,All,,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Amon,General,,,,,,,,,,,,,,,,,,,,,,,3542,a1cca861-8972-4e40-bb2d-543ee62a581e,2021-02-17T16:45:40,,348
2021-02-17T10:09:23.444Z,2021-02-17,collect:FqitT56WpXPmMGWo,,,,KANTE ,Bamako,Commune II,Niarela,,Niarela ,12.6421824 -7.9852795 367.24163711670667 5.1,12.6421824,-7.9852795,367.241637116707,5.1,,Pharmacy,,All,,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Pharmacie Bassan,Community,,,20214466,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,3591,47c01ee6-6fe1-4ed8-8cb1-584a84c2370f,2021-02-17T17:04:01,,349
2021-02-17T13:47:10.714Z,2021-02-17,358005081423789,8.92230141903677E+019,610010354300644,,Konaté  Baoumou,Bamako,Commune I,Djélibougou,,Djelibougou ,12.671713333333333 -7.939421666666668 362.5 7.7,12.6717133333333,-7.93942166666667,362.5,7.7,Pharmacie  ASAHI,Pharmacy,,,,Medicine,,,,,,Yes,24/7,0,0,0,0,0,0,1,0,Private,ASAHI,,,,,Yes,Improved,Yes,,Facility is equipped for menstrual hygiene management,no,,Existence of handwashing post/station(s):,2,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,Financial support by NGO or other partners for: maintenance / major repairs / construction of new facilities,Yes,Once a day,Other,,3655,8dc8559d-57db-402f-8fed-268f32f581fe,2021-02-17T17:52:29,,351
2021-02-17T11:03:11.132Z,2021-02-17,358005081305960,8.92230205055341E+018,610025055341168,,Fatoumata CISSE,Bamako,Commune V,SEMA I,,,12.619065 -7.98857 327.4 7.4,12.619065,-7.98857,327.4,7.4,Pharmacie,Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752,b7550943-3e7d-43e8-a8a8-269df821ed92,2021-02-17T18:02:40,,356
2021-02-17T10:50:40.884Z,2021-02-17,collect:n5oaS9J0rPkZfkVZ,,,,Bernard Ballo,Bamako,Commune V,Badalabougou,,,12.6147303 -7.9776975 355.2561158519586 4.62,12.6147303,-7.9776975,355.256115851959,4.62,Pharmacie le Guide,Pharmacy,,,,,,,,,,,24/7,0,0,0,0,0,0,1,0,Private,,,,,20232311,,,,,,,,,,,,,,,,,,,,3905,9a224a54-e493-4268-89be-22200fb1adb9,2021-02-17T19:38:21,,358
2021-02-17T12:14:00.501Z,2021-02-17,collect:n5oaS9J0rPkZfkVZ,,,,Bernard Ballo,Bamako,Commune V,SEMA I,,SEMA I,12.6236207 -7.9895353 354.9599938964844 1.666,12.6236207,-7.9895353,354.959993896484,1.666,Pharmacie du palais de la culture,Pharmacy,,,,,,,,,,,Other,0,0,0,0,0,0,0,1,Private,,,,,,,,,,,,,,,,,,,,,,,,,3912,45986b7e-3fc7-4e0a-8363-00c90ca23b4f,2021-02-17T19:38:39,,359
2021-02-17T14:32:26.505Z,2021-02-17,collect:yj2h1Rz8Ksd54l2S,,,,Théophile DARA,Bamako,Commune VI,Faladié,,Faladje Sokoro,12.590125 -7.964935 359.775080780792 2.74,12.590125,-7.964935,359.775080780792,2.74,Pharmacie Diarrakounda,Pharmacy,,All,,Medicine,,,,,,,Mo-Su 07:00-20:00,0,0,0,0,1,0,0,0,Private,Dr Diarra Sadio,General,1,,76414866,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,,,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,,,Yes,Once a day,Manual Emptier,,3978,c8ed206a-c64e-4a84-8fcb-9e2e768259be,2021-02-17T20:37:21,,362
2021-02-17T11:44:08.464Z,2021-02-17,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Niamakoro,,,12.573035 -7.9695767 355.54788753553186 7.3,12.573035,-7.9695767,355.547887535532,7.3,Pharmacie,Pharmacy,,,,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Guindo sidiki,,,,66720508,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,no,No,,,,not,,,,,,,,,4001,99ce80d0-4c33-4747-ad9c-ae4e6e2f2cb1,2021-02-17T21:14:00,,364
2021-02-17T13:11:18.672Z,2021-02-17,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Niamakoro,,Koko,12.5744567 -7.962225 347.91952154742603 7.316,12.5744567,-7.962225,347.919521547426,7.316,Pharmacie,Pharmacy,,,,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Wassa keita,,,,,No,,,,,,,,,,,,,,,,,,,4010,19be2ff5-0371-4e4c-b0df-27bd4db91e79,2021-02-17T21:14:06,,367
2021-02-17T10:13:42.932Z,2021-02-17,collect:T2d0jw7SofpYizv1,,,,Aïssatou,Bamako,Commune VI,Niamakoro,,,12.5842467 -7.9588283 364.8725139016279 1.7,12.5842467,-7.9588283,364.872513901628,1.7,Pharmacie KOUNIDJI GUINDO,Pharmacy,,,,Medicine,,,,,,Yes,Mo-Su 07:00-20:00,0,0,0,0,1,0,0,0,Private,,,,,20204570,,,,,,,,,,,,,,,,,,,,4022,a6bcf194-e0ef-44da-b498-30cc1629feb0,2021-02-17T21:18:33,,368
2021-02-17T09:34:43.006Z,2021-02-17,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Niamakoro,,Ancien marché ,12.5805177 -7.972028 368.4599938964844 4.99,12.5805177,-7.972028,368.459993896484,4.99,Pharmacie ,Pharmacy,,,,Medicine,,,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Cissé Aichatou Camara,,,,20201550,Yes,Improved,Yes,,,,,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,4304,0c2807d1-34a5-49bb-901a-6d2952db6d6b,2021-02-18T09:35:22,,377
2021-02-18T09:31:26.431Z,2021-02-18,358005081423789,8.92230141903677E+019,610010354300644,,Konaté  Baoumou,Bamako,Commune I,Sotuba,,ACI,12.66321 -7.930748333333334 322.5 7.7,12.66321,-7.93074833333333,322.5,7.7,Pharmacie Basitan Keita,Pharmacy,,,,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Mr Keita ,,,,,Yes,Improved,Yes,,Facility is equipped for menstrual hygiene management,,,Existence of handwashing post/station(s):,,Facility with water and soap,,No existence of water point,not,,,Yes,Once a day,Other,,4498,e7b82178-c5ce-4131-90ee-e62d22a9f57f,2021-02-18T14:32:31,,380
2021-02-18T14:28:08.835Z,2021-02-18,357470096398437,8.92230205062059E+018,610025062059459,,Kadidia Coulibaly ,Bamako,Commune V,Baco - Djicoroni,,ACI,12.598772230558097 -8.03120912052691 363.0 3.0,12.5987722305581,-8.03120912052691,363,3,,Pharmacy,,,,,,,,,,,24/7,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,4640,0c50f114-dbfe-4611-9705-4064b2009056,2021-02-18T15:56:06,,384
2021-02-18T09:23:45.322Z,2021-02-18,collect:FqitT56WpXPmMGWo,,,,Kante,Bamako,Commune II,Hippodrome,,Hippodrome ,12.6641662 -7.9780622 365.3600183105469 5.416,12.6641662,-7.9780622,365.360018310547,5.416,,Pharmacy,,All,,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Pharmacie du SALUT,Community,,,98997711,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,4662,e9f230a9-2b24-4408-869b-3e557b190187,2021-02-18T16:10:56,,385
2021-02-18T09:28:34.948Z,2021-02-18,collect:FqitT56WpXPmMGWo,,,,Kante,Bamako,Commune II,Hippodrome,,Hippodrome ,12.6658107 -7.9779691 365.3600183105469 3.18,12.6658107,-7.9779691,365.360018310547,3.18,,Pharmacy,,Specialized,,Medicine,,,,,No,No,Mo-Su 07:00-20:00,0,0,0,0,1,0,0,0,Private,KS SANTE+ pharmacie traditionnelle (thérapeute/herboriste ),Traditional,,,77667179,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,4663,6bc6b057-59e8-4b12-9890-cc52d484975f,2021-02-18T16:10:58,,386
2021-02-18T15:32:11.968Z,2021-02-18,collect:MISsMtgfFQthUhqA,,,,Issa keïta ,Bamako,Commune V,Baco - Djicoroni,,ACI ,12.5897152 -8.021088 378.4599938964844 3.9,12.5897152,-8.021088,378.459993896484,3.9,Penda ,Pharmacy,,,,,,,,,,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr konipo kalilou ,,,,20777479,,,,,,,,,,,,,,,,,,,,4767,67c4d336-6f6d-4cf1-847c-9a6d92b1b36f,2021-02-18T16:45:17,,392
2021-02-18T13:01:41.340Z,2021-02-18,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,Baco - Djicoroni,,Golf,12.57721 -8.00373 403.7 1.94,12.57721,-8.00373,403.7,1.94,Pharmacie,Pharmacy,,,,,,,,,,,24/7,0,0,0,0,0,0,1,0,Private,Pharmacie Assistan Coulibaly,,,,20285073,,,,,,,,,,,,,,,,,,,,4940,f7b1b852-1b6b-40bf-82f5-54e19e42e44c,2021-02-18T17:22:56,,401
2021-02-17T10:31:15.701Z,2021-02-17,collect:DrFw3glO4ZWWLvKX,,,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Solola,12.5754501 -7.9587369 379.8600183105469 2.166,12.5754501,-7.9587369,379.860018310547,2.166,Pharmacie Sarl,Pharmacy,,,,Medicine,,,,,,Yes,Mo-Su 07:00-20:00 Other,0,0,0,0,1,0,0,1,Private,Tata Sarl,,,,20206468,No,,,,,,,,,,,,,,,,,,,5036,96d58c1c-85f0-46d2-b80b-0b40b6d9331a,2021-02-18T19:57:45,,403
2021-02-17T10:51:26.263Z,2021-02-17,collect:DrFw3glO4ZWWLvKX,,,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie sema,12.5763367 -7.9558667 379.8600183105469 1.62,12.5763367,-7.9558667,379.860018310547,1.62,Pharmacie Sokona Damba,Pharmacy,,,,Medicine,,,,,,Yes,Mo-Su 07:00-20:00 Other,0,0,0,0,1,0,0,1,Private,Dr. Damba,,,,,No,,,,,,,,,,,,,,,,,,,5037,4e2e73d8-545d-45f6-bb6d-0003e498e700,2021-02-18T19:57:47,,404
2021-02-17T11:14:33.046Z,2021-02-17,collect:DrFw3glO4ZWWLvKX,,,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.5812897 -7.9459135 379.8600183105469 2.2,12.5812897,-7.9459135,379.860018310547,2.2,Pharmacie Mamadou Ballo,Pharmacy,,,,Medicine,,,,,,Yes,Mo-Su 07:00-20:00 Other,0,0,0,0,1,0,0,1,Private,Dr. Daouda M Ballo,Community,,,66830310,No,,,,,,,,,,,,,,,,,,,5039,c1391a85-1371-4880-a45c-0ccd541f150b,2021-02-18T19:57:49,,405
2021-02-18T13:37:04.206Z,2021-02-18,358005081305960,8.92230205055341E+018,610025055341168,,Fatoumata CISSE,Bamako,Commune V,Baco - Djicoroni,,,12.581846666666669 -8.007485 368.7 7.3,12.5818466666667,-8.007485,368.7,7.3,Pharmacie Touchoumbe,Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,20285297,,,,,,,,,,,,,,,,,,,,5148,296e6edf-7ff4-492e-b3b8-db46ad362aea,2021-02-18T22:17:43,,409
2021-02-18T14:50:37.201Z,2021-02-18,358005081305960,8.92230205055341E+018,610025055341168,,Fatoumata CISSE,Bamako,Commune V,Baco - Djicoroni,,Aci Sud,12.584496666666666 -8.012083333333333 377.1 7.4,12.5844966666667,-8.01208333333333,377.1,7.4,Pharmacie DUNIA,Pharmacy,,,,,,,,,,,,,,,,,,,,Private,,,,,20793504,,,,,,,,,,,,,,,,,,,,5159,330070d2-877b-44bc-9690-1d12de4764b8,2021-02-18T22:17:50,,410
2021-02-09T15:05:36.798Z,2021-02-09,358005081307784,8.92230130906177E+019,610010101772776,,Ali balata kone,Bamako,Commune III,N'Tomikorobougou,,GMS maternité ,12.658036666666666 -8.024338333333333 358.7 2.3,12.6580366666667,-8.02433833333333,358.7,2.3,Maternité ,Reference health center,First referral hospital,Specialized,Emergency,Martenal care,4,3,,3,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Public,Compile Mariam konate,Community,1,9,76118707,Yes,Improved,Yes,,,,,,,,,,,,,,,,,384,d9e79d68-8be9-4e34-935f-af1b544595d8,2021-02-09T16:51:45,,30
2021-02-09T15:05:11.719Z,2021-02-09,collect:FHdsKPpeR8jLHo9P,,,,Salimata Traoré,Bamako,Commune III,N'Tomikorobougou,,GMS maternité,12.65809 -8.0241783 365.9449222047916 3.433,12.65809,-8.0241783,365.944922204792,3.433,Maternité,Reference health center,First referral hospital,Specialized,Emergency,Martenal care,4,3,,3,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Public,Mariam Konaté,Community,1,9,76118707,Yes,Improved,Yes,,,yes,Yes,Existence of handwashing post/station(s):,4,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,,,,,533,175cf802-8ca5-43d3-bf0d-420283a451ec,2021-02-09T18:49:04,,60
2021-02-10T09:22:16.116Z,2021-02-10,collect:kZCwpco2LamgRepp,,,,Bakary Camara,Bamako,Commune IV,Lafiabougou,,Santé,12.6295345766942 -8.041903222020238 321.80574325801086 32.0,12.6295345766942,-8.04190322202024,321.805743258011,32,Centre de santé de référence de la Commune IV,Reference health center,First referral hospital,All,Operating theater,Medicine,39,560,232,328,Yes,Yes,Mo-Fri 07:30-13:30 Other 24/7,1,0,0,0,0,0,1,1,Governement,Centre de santé de référence,Emergency,60,72,20291499,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,7,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,,Other,,799,2a7f479d-9fa1-4188-a834-1fb44a80affb,2021-02-10T16:31:00,,105
2021-02-10T12:09:45.456Z,2021-02-10,collect:x903NynjzFpMYnqE,,,,Adama Djibo,Bamako,Commune I,Korofina Nord,,,12.6686961 -7.9538494 367.6600061035156 3.9,12.6686961,-7.9538494,367.660006103516,3.9,Centre de santé de référence,Reference health center,First referral hospital,All,Operating theater,Martenal care,63,271,80,191,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Governement,Centre de santé de référence coniba pleya de Commune 1,General,412,58,20245119,Yes,Improved,Yes,,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,10,Facility with water and soap,yes,Water point exists,yes,,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,960,9bcedb70-0f71-471e-be21-3471e540f51d,2021-02-10T17:41:50,,141
2021-02-15T09:15:03.960Z,2021-02-15,collect:FHdsKPpeR8jLHo9P,,,,Salimata Traoré,Bamako,Commune III,N'Tomikorobougou,,École de  police ,12.6578178 -8.0168306 359.5222989458131 4.4,12.6578178,-8.0168306,359.522298945813,4.4,Centre de santé de référence de la police ,Reference health center,First referral hospital,General acute care,Laboratory,Surgery,26,30,10,20,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Governement,Police nationale,Community,1,5,,Yes,Improved,Yes,,,yes,,Existence of handwashing post/station(s):,2,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,,,1664,17780940-7f67-4f97-bcfa-e4f083ec1c79,2021-02-15T17:02:38,,209
2021-02-16T11:07:00.139Z,2021-02-16,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Sogoniko,,,12.6030643 -7.9661309 344.57401490545755 7.316,12.6030643,-7.9661309,344.574014905458,7.316,Centre de Santé de référence de Sogoniko,Reference health center,First referral hospital,All,Intensive care unit,Martenal care,150,100,20,80,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Public,Commune VI,General,20,50,20202633,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,5,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,3180,0eedc50a-6236-4be9-a0e7-4a9c93d62289,2021-02-16T21:35:28,,303
2021-02-16T15:18:13.410Z,2021-02-16,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Niamakoro,,Cité unicef ,12.6007812 -7.9727537 350.87939565038045 3.9,12.6007812,-7.9727537,350.87939565038,3.9,Cabinet médical Dao,Reference health center,Clinic bed,Specialized,Imaging equipment,Surgery,8,7,2,5,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,Women,4,2,74430000,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,3,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3244,9be33188-9d04-4f95-bbd0-9604bf6b84b1,2021-02-17T08:07:47,,320
2021-02-18T10:02:01.674Z,2021-02-18,collect:x903NynjzFpMYnqE,,,,Adama Djibo,Bamako,Commune I,Sotuba,,,12.6588117 -7.9279433 361.9599938964844 2.316,12.6588117,-7.9279433,361.959993896484,2.316,Clinique ami pi,Reference health center,First referral hospital,All,Intensive care unit,Martenal care,7,5,1,4,No,Yes,24/7,0,0,0,0,0,0,1,0,Public,Maman tembely,General,1,5,76139330,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,5214,e5f46ef6-7d1d-4788-83ca-8d1c90296ced,2021-02-19T22:08:55,,412
2021-02-09T15:38:41.736Z,2021-02-09,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,Quartier Mali,,Kalaban coura,12.5534367 -7.9989117 377.9 2.9,12.5534367,-7.9989117,377.9,2.9,Cabinet médical Arama médecine Traditionnel,Traditional,,All,,,,,,,Yes,,24/7,0,0,0,0,0,0,1,0,Private,Cabinet médical Arama médecine transitionnel,Traditional,,,76054258,,,,,,,,,,,,,,,,,,,,435,6e86c071-cd83-442e-b15a-ed50f16b6e0f,2021-02-09T17:11:17,,35
2021-02-09T09:54:27.923Z,2021-02-09,collect:T2d0jw7SofpYizv1,,,,Aïssatou,Bamako,Commune VI,Sénou,,,12.5179243 -7.9307947 363.3 2.65,12.5179243,-7.9307947,363.3,2.65,Seydou Dembélé BANA BAN PEW LAFIA,Traditional,,,,Medicine,,,,,,Yes,Mo-Su 07:00-20:00,0,0,0,0,1,0,0,0,Private,Propriétaire,Traditional,,,78204227,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,no,Yes,No handwashing,,,yes,No existence of water point,yes,,,No,,Other,,641,00873504-7635-4759-a564-7086b5554c9d,2021-02-10T09:27:23,,83
2021-02-10T15:20:10.342Z,2021-02-10,collect:MISsMtgfFQthUhqA,,,,Issa keïta,Bamako,Commune V,Sabalibougou,,,12.5866986 -8.0011557 394.00551628994907 4.5,12.5866986,-8.0011557,394.005516289949,4.5,A S BOUA,Traditional,,,,Medicine,,,,,,,24/7,0,0,0,0,0,0,1,0,Private,Yoroba Adama Sangaré,Traditional,,,66733818,,,,,,,,,,,,,,,,,,,,901,69580d4b-ec57-4e7e-a2ac-bf84a0af1400,2021-02-10T17:02:14,,129
2021-02-15T10:52:44.857Z,2021-02-15,3b5bbe021a1812db,,,,Aminata Diawara,Bamako,Commune IV,Lafiabougou,,Lafiabougou,12.638002596795559 -8.039239319041371 376.0 2.0,12.6380025967956,-8.03923931904137,376,2,Phaemacopee Lafia,Traditional,,General acute care,,Social care,,,,,No,Yes,Other,0,0,0,0,0,0,0,1,Private,Pharmacopee Lafia,Community,,,76361022,Yes,Improved,Yes,Yes,,,No,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,No,,Other,,1375,4ec5356c-50e5-4968-a367-bf65d9592885,2021-02-15T16:01:54,,184
